,Allotted Quota,Allotted Institute,Course,Alloted Category,R1,R2,Mop Up,Stray Vacancy,SP Stray Vacancy
4370,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PHYSIOLOGY),Open,-,63987,-,-,-
4371,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (FORENSIC MEDICINE),Open,-,66001,-,-,-
4372,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (FORENSIC MEDICINE),OBC,-,79218,-,-,-
4373,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (PATHOLOGY),ST,-,79371,-,-,-
4374,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",M.D. (MICROBIOLOGY),SC,-,81221,-,-,-
4375,All India,"Pandit Dindayal Upadhyay Medical College,RAJKOT,Pandit Dindayal Upadhyay Medical College,RAJKOT,Gujarat,360001",MD/MS (Anatomy),Open,-,83456,-,-,-
4376,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (RADIO-DIAGNOSIS),Open,-,1491,-,-,-
4377,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (GENERAL MEDICINE),Open,-,2496,-,-,-
4378,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PAEDIATRICS),Open,-,4440,-,-,-
4379,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,4996,-,-,-
4380,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,6296,-,-,-
4381,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (GENERAL SURGERY),Open,-,6668,-,-,-
4382,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PAEDIATRICS),OBC,-,7115,-,-,-
4383,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (ORTHOPAEDICS),Open,-,7141,-,-,-
4384,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),OBC,-,10004,-,-,-
4385,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (OPHTHALMOLOGY),Open,-,10085,-,-,-
4386,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (GENERAL SURGERY),EWS,-,10532,-,-,-
4387,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PSYCHIATRY),Open,-,12025,-,-,-
4388,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (E.N.T.),Open,-,13453,-,-,-
4389,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (ANAESTHESIOLOGY),Open,-,15929,-,-,-
4390,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (OPHTHALMOLOGY),OBC,-,16271,-,-,-
4391,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PSYCHIATRY),OBC,-,17481,-,-,-
4392,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",ST,-,17998,-,-,-
4393,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (E.N.T.),OBC,-,18797,-,-,-
4394,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PAEDIATRICS),SC,-,19417,-,-,-
4395,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (ANAESTHESIOLOGY),OBC,-,19724,-,-,-
4396,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PATHOLOGY),Open,-,23717,-,-,-
4397,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),SC,-,25084,-,-,-
4398,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (GENERAL MEDICINE),ST,-,28472,-,-,-
4399,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PATHOLOGY),OBC,-,29267,-,-,-
4400,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (OPHTHALMOLOGY),SC,-,33754,-,-,-
4401,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PAEDIATRICS),ST,-,39052,-,-,-
4402,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (ANAESTHESIOLOGY),SC,-,39726,-,-,-
4403,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",DIP. IN T.B. and CHEST DISEASES,SC,-,45589,-,-,-
4404,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,-,49399,-,-,-
4405,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,55116,-,-,-
4406,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.S. (OPHTHALMOLOGY),ST,-,55427,-,-,-
4407,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PHARMACOLOGY),EWS,-,56534,-,-,-
4408,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (MICROBIOLOGY),SC,-,64022,-,-,-
4409,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,-,66195,-,-,-
4410,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PHARMACOLOGY),OBC,-,69557,-,-,-
4411,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (FORENSIC MEDICINE),OBC,-,75354,-,-,-
4412,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (BIOCHEMISTRY),Open,-,75934,-,-,-
4413,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (BIOCHEMISTRY),OBC,-,79819,-,-,-
4414,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PHYSIOLOGY),Open,-,90072,-,-,-
4415,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PHYSIOLOGY),OBC,-,98956,-,-,-
4416,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",MD/MS (Anatomy),OBC,-,103199,-,-,-
4417,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (FORENSIC MEDICINE),SC,-,105222,-,-,-
4418,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (RADIO-DIAGNOSIS),Open,-,126,-,-,-
4419,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.S. (GENERAL SURGERY),Open,-,427,-,-,-
4420,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (PAEDIATRICS),Open,-,838,-,-,-
4421,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,2191,-,-,-
4422,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (GENERAL MEDICINE),ST,-,2456,-,-,-
4423,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,3491,-,-,-
4424,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.S. (E.N.T.),Open,-,4604,-,-,-
4425,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (PSYCHIATRY),OBC,-,5867,-,-,-
4426,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.S. (E.N.T.),OBC,-,6490,-,-,-
4427,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (PAEDIATRICS),SC,-,6573,-,-,-
4428,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (ANAESTHESIOLOGY),Open,-,7753,-,-,-
4429,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (ANAESTHESIOLOGY),EWS,-,10384,-,-,-
4430,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (ANAESTHESIOLOGY),OBC,-,10647,-,-,-
4431,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.S. (OPHTHALMOLOGY),SC,-,11398,-,-,-
4432,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (PSYCHIATRY),ST,-,11770,-,-,-
4433,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (PATHOLOGY),Open,-,14739,-,-,-
4434,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (PATHOLOGY),OBC,-,17281,-,-,-
4435,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (ANAESTHESIOLOGY),SC,-,25044,-,-,-
4436,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (PATHOLOGY),EWS,-,25230,-,-,-
4437,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (MICROBIOLOGY),Open,-,31674,-,-,-
4438,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (MICROBIOLOGY),SC,-,52293,-,-,-
4439,All India,"PGIMER,DR. RMLHospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (MICROBIOLOGY),ST,-,68484,-,-,-
4440,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (GENERAL MEDICINE),Open,-,1973,-,-,-
4441,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",Open,-,1998,-,-,-
4442,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (GENERAL MEDICINE),EWS,-,3606,-,-,-
4443,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (PAEDIATRICS),Open,-,3630,-,-,-
4444,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.S. (GENERAL SURGERY),Open,-,4628,-,-,-
4445,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.S. (ORTHOPAEDICS),Open,-,6099,-,-,-
4446,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.S. (ORTHOPAEDICS),OBC,-,7038,-,-,-
4447,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.S. (GENERAL SURGERY),OBC,-,9113,-,-,-
4448,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (PSYCHIATRY),Open,-,11385,-,-,-
4449,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.S. (OPHTHALMOLOGY),OBC,-,12386,-,-,-
4450,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (ANAESTHESIOLOGY),Open,-,16561,-,-,-
4451,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (PAEDIATRICS),SC,-,18511,-,-,-
4452,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.S. (E.N.T.),OBC,-,18655,-,-,-
4453,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.S. (GENERAL SURGERY),SC,-,22441,-,-,-
4454,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.S. (E.N.T.),SC,-,34105,-,-,-
4455,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,-,37389,-,-,-
4456,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,42992,-,-,-
4457,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,48277,-,-,-
4458,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (ANAESTHESIOLOGY),ST,-,62709,-,-,-
4459,All India,"Post Graduate Institute of Child Health,Noida.,Post Graduate Institute of Child Health,SECTOR-30,NOIDA,GAUTAMBuddha Nagar,Uttar Pradesh,201303",M.D. (PAEDIATRICS),Open,-,3846,-,-,-
4460,All India,"Post Graduate Institute of Child Health,Noida.,Post Graduate Institute of Child Health,SECTOR-30,NOIDA,GAUTAMBuddha Nagar,Uttar Pradesh,201303",M.D. (PAEDIATRICS),OBC,-,5514,-,-,-
4461,All India,"Post Graduate Institute of Medical Education & Research and Capital Hospital ( PGIMER & CH),Odisha,Post Graduate Institute of Medical Education & Research and Capital Hospital,Bhubaneswar,Udyan Mar,Odisha,751020",M.D. (GENERAL MEDICINE),Open,-,2603,-,-,-
4462,All India,"Post Graduate Institute of Medical Education & Research and Capital Hospital ( PGIMER & CH),Odisha,Post Graduate Institute of Medical Education & Research and Capital Hospital,Bhubaneswar,Udyan Mar,Odisha,751020",M.D. (GENERAL MEDICINE),OBC,-,3551,-,-,-
4463,All India,"Post Graduate Institute of Medical Education & Research and Capital Hospital ( PGIMER & CH),Odisha,Post Graduate Institute of Medical Education & Research and Capital Hospital,Bhubaneswar,Udyan Mar,Odisha,751020",M.D. (PAEDIATRICS),Open,-,3655,-,-,-
4464,All India,"Post Graduate Institute of Medical Education & Research and Capital Hospital ( PGIMER & CH),Odisha,Post Graduate Institute of Medical Education & Research and Capital Hospital,Bhubaneswar,Udyan Mar,Odisha,751020",M.D. (PAEDIATRICS),OBC,-,6895,-,-,-
4465,All India,"Post Graduate Institute of Medical Education & Research and Capital Hospital ( PGIMER & CH),Odisha,Post Graduate Institute of Medical Education & Research and Capital Hospital,Bhubaneswar,Udyan Mar,Odisha,751020",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),Open,-,7244,-,-,-
4466,All India,"Post Graduate Institute of Medical Education & Research and Capital Hospital ( PGIMER & CH),Odisha,Post Graduate Institute of Medical Education & Research and Capital Hospital,Bhubaneswar,Udyan Mar,Odisha,751020",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,7793,-,-,-
4467,All India,"Post Graduate Institute of Medical Education & Research and Capital Hospital ( PGIMER & CH),Odisha,Post Graduate Institute of Medical Education & Research and Capital Hospital,Bhubaneswar,Udyan Mar,Odisha,751020",M.S. (GENERAL SURGERY),Open,-,8155,-,-,-
4468,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",Open,-,1755,-,-,-
4469,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (RADIO-DIAGNOSIS),OBC,-,2324,-,-,-
4470,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (RADIO-DIAGNOSIS),EWS,-,3065,-,-,-
4471,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (GENERAL MEDICINE),Open,-,3284,-,-,-
4472,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (GENERAL MEDICINE),OBC,-,3772,-,-,-
4473,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (PAEDIATRICS),Open,-,4573,-,-,-
4474,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (PAEDIATRICS),OBC,-,5125,-,-,-
4475,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,6922,-,-,-
4476,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (RADIO-DIAGNOSIS),SC,-,8186,-,-,-
4477,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.S. (ORTHOPAEDICS),Open,-,8472,-,-,-
4478,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,9705,-,-,-
4479,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.S. (GENERAL SURGERY),Open,-,9732,-,-,-
4480,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.S. (ORTHOPAEDICS),OBC,-,10535,-,-,-
4481,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,-,10876,-,-,-
4482,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (PSYCHIATRY),Open,-,11166,-,-,-
4483,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.S. (GENERAL SURGERY),OBC,-,12115,-,-,-
4484,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (GENERAL MEDICINE),SC,-,13022,-,-,-
4485,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.S. (OPHTHALMOLOGY),Open,-,13260,-,-,-
4486,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.S. (GENERAL SURGERY),EWS,-,13624,-,-,-
4487,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (ANAESTHESIOLOGY),EWS,-,16531,-,-,-
4488,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (PSYCHIATRY),OBC,-,18330,-,-,-
4489,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.S. (OPHTHALMOLOGY),OBC,-,18660,-,-,-
4490,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt.Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (Radiotherapy/ Radiation Oncology),Open,-,20460,-,-,-
